phase,source_file,record_number,event_id,provider,channel,computer,utc_system_time,local_time,level,task,opcode,keywords,RuleName,UtcTime,ProcessGuid,ProcessId,Image,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,User,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentImage,ParentCommandLine,ParentUser,Protocol,Initiated,SourceIp,SourceHostname,SourcePort,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName,QueryName,QueryStatus,QueryResults,TargetObject,Details,NewName,TargetFilename,CreationUtcTime,DestinationIsIpv6,ImageLoaded,Signature,SignatureStatus,Signed,SourceIsIpv6,SourcePortName,ContextInfo,MessageNumber,MessageTotal,Path,Payload,ScriptBlockId,ScriptBlockText,UserData,param1,param2,EventType,scenario_id,scenario_type,scenario_description,label
fase3_normal,fase3_sysmon_normal.evtx,11,1,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:52:17.763456+00:00,2026-06-30 17:52:17.763+02:00,4,1,0,0x8000000000000000,-,2026-06-30 15:52:17.761,{55857b6a-e631-6a43-3f04-000000000b00},9180,C:\Windows\System32\PickerHost.exe,10.0.26100.8521 (WinBuild.160101.0800),File Picker UI Host,Microsoft® Windows® Operating System,Microsoft Corporation,PickerHost.exe,C:\Windows\System32\PickerHost.exe -Embedding,C:\WINDOWS\system32\,labwin\jjstestal,{55857b6a-a5a9-6a43-6df2-590000000000},0x000000000059f26d,1,Medium,"SHA256=5C864036D7B180C70CDAEB75E932119369838DC694EC025AFDAAAEF4FB0BADB6,IMPHASH=A29C838752203A952CED99FCD67FC0FE",{55857b6a-a216-6a43-0d00-000000000b00},648,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,12,7,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:52:17.986580+00:00,2026-06-30 17:52:17.986+02:00,4,7,0,0x8000000000000000,-,2026-06-30 15:52:17.984,{55857b6a-e631-6a43-3f04-000000000b00},9180,C:\Windows\System32\PickerHost.exe,26.106.0603.0003,Microsoft OneDrive Shell Extension,Microsoft OneDrive,Microsoft Corporation,FileSyncShell64.dll,,,labwin\jjstestal,,,,,"SHA256=FAA25B7F64432B486D64C35100219205F1B539D5EAFB9C8BB420D31CD5B78885,IMPHASH=5231548F3E2EC418E4008247EAC6213F",,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Microsoft\OneDrive\26.106.0603.0003\FileSyncShell64.dll,Microsoft Corporation,Valid,true,,,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,13,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:52:27.291397+00:00,2026-06-30 17:52:27.291+02:00,4,5,0,0x8000000000000000,-,2026-06-30 15:52:27.289,{55857b6a-e599-6a43-2f04-000000000b00},7460,C:\Windows\System32\wbem\WmiPrvSE.exe,,,,,,,,NT AUTHORITY\SERVICIO LOCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,14,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:52:32.410950+00:00,2026-06-30 17:52:32.410+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:52:32.410,{55857b6a-e631-6a43-3f04-000000000b00},9180,C:\Windows\System32\PickerHost.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\TFM_Triage\screenshots\fase3_inicio_sysmon_limpio.png,2026-06-30 15:52:32.410,,,,,,,,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,15,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:52:32.431101+00:00,2026-06-30 17:52:32.431+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:52:32.430,{55857b6a-a5aa-6a43-2001-000000000b00},1744,C:\WINDOWS\Explorer.EXE,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Roaming\Microsoft\Windows\Recent\fase3_inicio_sysmon_limpio.lnk,2026-06-30 15:52:32.429,,,,,,,,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,16,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:52:32.437052+00:00,2026-06-30 17:52:32.437+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:52:32.436,{55857b6a-a5aa-6a43-2001-000000000b00},1744,C:\WINDOWS\Explorer.EXE,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Roaming\Microsoft\Windows\Recent\screenshots.lnk,2026-06-30 10:52:59.323,,,,,,,,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,17,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:52:32.450901+00:00,2026-06-30 17:52:32.450+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:52:32.449,{55857b6a-e631-6a43-3f04-000000000b00},9180,C:\Windows\System32\PickerHost.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\TFM_Triage\screenshots\fase3_inicio_sysmon_limpio.png,2026-06-30 15:52:32.410,,,,,,,,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,18,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:52:32.458527+00:00,2026-06-30 17:52:32.458+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:52:32.457,{55857b6a-e5bf-6a43-3504-000000000b00},11720,C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2510.31.0_x64__8wekyb3d8bbwe\SnippingTool\SnippingTool.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\TFM_Triage\screenshots\fase3_inicio_sysmon_limpio.png,2026-06-30 15:52:32.410,,,,,,,,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,19,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:52:32.463291+00:00,2026-06-30 17:52:32.463+02:00,4,5,0,0x8000000000000000,-,2026-06-30 15:52:32.463,{55857b6a-e631-6a43-3f04-000000000b00},9180,C:\Windows\System32\PickerHost.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,20,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:52:45.254023+00:00,2026-06-30 17:52:45.254+02:00,4,3,0,0x8000000000000000,-,2026-06-30 15:52:21.349,{55857b6a-a217-6a43-4300-000000000b00},3296,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpDefenderCoreService.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,59802,52.123.224.130,-,443,https,,,,,,,,,False,,,,,False,-,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,21,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:52:59.339762+00:00,2026-06-30 17:52:59.339+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:52:59.339,{55857b6a-e4b8-6a43-1004-000000000b00},12964,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\TFM_Triage\reports\fase3_scenarios_timestamps.csv,2026-06-30 15:52:59.339,,,,,,,,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,22,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:53:05.241282+00:00,2026-06-30 17:53:05.241+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:53:05.240,{55857b6a-e4b8-6a43-1004-000000000b00},12964,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\TFM_Triage\reports\fase3_start.txt,2026-06-30 15:53:05.240,,,,,,,,,,,,,,,,,,,,,,normal
fase3_normal,fase3_sysmon_normal.evtx,23,1,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:53:35.111586+00:00,2026-06-30 17:53:35.111+02:00,4,1,0,0x8000000000000000,-,2026-06-30 15:53:35.109,{55857b6a-e67f-6a43-4004-000000000b00},4072,C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,-,-,-,-,-,"""C:\WINDOWS\system32\notepad.exe"" ",C:\Users\jjstestal\,labwin\jjstestal,{55857b6a-a5a9-6a43-35f2-590000000000},0x000000000059f235,1,High,"SHA256=02626ABEF89CF5A3101270065422605261CB38815A1911D93BCBC100B0AFFEA6,IMPHASH=9F31C72DF5A03225DBF5FC4AD5BD1BB5",{55857b6a-e4b8-6a43-1004-000000000b00},12964,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N1,normal,Actividad básica de usuario: notepad calc explorer,normal
fase3_normal,fase3_sysmon_normal.evtx,24,1,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:53:35.163158+00:00,2026-06-30 17:53:35.163+02:00,4,1,0,0x8000000000000000,-,2026-06-30 15:53:35.161,{55857b6a-e67f-6a43-4104-000000000b00},12492,C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,-,-,-,-,-,"""C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe"" /SESSION:V1VEbPF0bEmJEygXfJ40fwAAAAABAgAB6A8AAPF0bEn4AgAAAAAAAA==",C:\Users\jjstestal\,labwin\jjstestal,{55857b6a-a5a9-6a43-35f2-590000000000},0x000000000059f235,1,High,"SHA256=02626ABEF89CF5A3101270065422605261CB38815A1911D93BCBC100B0AFFEA6,IMPHASH=9F31C72DF5A03225DBF5FC4AD5BD1BB5",{55857b6a-e67f-6a43-4004-000000000b00},4072,C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,"""C:\WINDOWS\system32\notepad.exe"" ",labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N1,normal,Actividad básica de usuario: notepad calc explorer,normal
fase3_normal,fase3_sysmon_normal.evtx,25,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:53:35.273127+00:00,2026-06-30 17:53:35.273+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:53:35.272,{55857b6a-e67f-6a43-4104-000000000b00},12492,C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WindowsNotepad_8wekyb3d8bbwe\LocalState\WindowState\48b3513f-1f2e-43f7-a644-a492822bf27d.0.bin,2026-06-30 15:53:35.272,,,,,,,,,,,,,,,,,,,N1,normal,Actividad básica de usuario: notepad calc explorer,normal
fase3_normal,fase3_sysmon_normal.evtx,26,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:53:35.273308+00:00,2026-06-30 17:53:35.273+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:53:35.272,{55857b6a-e67f-6a43-4104-000000000b00},12492,C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WindowsNotepad_8wekyb3d8bbwe\LocalState\WindowState\48b3513f-1f2e-43f7-a644-a492822bf27d.1.bin,2026-06-30 15:53:35.272,,,,,,,,,,,,,,,,,,,N1,normal,Actividad básica de usuario: notepad calc explorer,normal
fase3_normal,fase3_sysmon_normal.evtx,27,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:53:35.362923+00:00,2026-06-30 17:53:35.362+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:53:35.361,{55857b6a-e67f-6a43-4104-000000000b00},12492,C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WindowsNotepad_8wekyb3d8bbwe\LocalState\TabState\6c445557-74f1-496c-8913-28177c9e347f.bin.tmp,2026-06-30 15:53:35.361,,,,,,,,,,,,,,,,,,,N1,normal,Actividad básica de usuario: notepad calc explorer,normal
fase3_normal,fase3_sysmon_normal.evtx,28,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:53:38.906429+00:00,2026-06-30 17:53:38.906+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:53:38.904,{55857b6a-e67f-6a43-4104-000000000b00},12492,C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WindowsNotepad_8wekyb3d8bbwe\LocalState\TabState\6c445557-74f1-496c-8913-28177c9e347f.0.bin,2026-06-30 15:53:38.904,,,,,,,,,,,,,,,,,,,N1,normal,Actividad básica de usuario: notepad calc explorer,normal
fase3_normal,fase3_sysmon_normal.evtx,29,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:53:38.906994+00:00,2026-06-30 17:53:38.906+02:00,4,11,0,0x8000000000000000,-,2026-06-30 15:53:38.904,{55857b6a-e67f-6a43-4104-000000000b00},12492,C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WindowsNotepad_8wekyb3d8bbwe\LocalState\TabState\6c445557-74f1-496c-8913-28177c9e347f.1.bin,2026-06-30 15:53:38.904,,,,,,,,,,,,,,,,,,,N1,normal,Actividad básica de usuario: notepad calc explorer,normal
fase3_normal,fase3_sysmon_normal.evtx,30,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:53:38.910362+00:00,2026-06-30 17:53:38.910+02:00,4,5,0,0x8000000000000000,-,2026-06-30 15:53:38.908,{55857b6a-e67f-6a43-4004-000000000b00},4072,C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N1,normal,Actividad básica de usuario: notepad calc explorer,normal
fase3_normal,fase3_sysmon_normal.evtx,31,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-06-30 15:53:38.988272+00:00,2026-06-30 17:53:38.988+02:00,4,5,0,0x8000000000000000,-,2026-06-30 15:53:38.986,{55857b6a-e67f-6a43-4104-000000000b00},12492,C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N1,normal,Actividad básica de usuario: notepad calc explorer,normal
