phase,source_file,record_number,event_id,provider,channel,computer,utc_system_time,local_time,level,task,opcode,keywords,RuleName,UtcTime,ProcessGuid,ProcessId,Image,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,User,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentImage,ParentCommandLine,ParentUser,Protocol,Initiated,SourceIp,SourceHostname,SourcePort,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName,QueryName,QueryStatus,QueryResults,TargetObject,Details,NewName,TargetFilename,CreationUtcTime,DestinationIsIpv6,EventType,ImageLoaded,Signature,SignatureStatus,Signed,SourceIsIpv6,SourcePortName
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,155,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:29.641979+00:00,2026-07-01 09:33:29.641+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:26.996,{55857b6a-c0f6-6a44-3e00-000000000c00},3324,C:\Windows\System32\svchost.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52298,51.116.253.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,156,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:29.641981+00:00,2026-07-01 09:33:29.641+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:27.174,{55857b6a-c2c5-6a44-3801-000000000c00},5308,C:\Windows\System32\taskhostw.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52300,48.209.138.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,157,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:29.641983+00:00,2026-07-01 09:33:29.641+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:27.453,{55857b6a-c2c5-6a44-3801-000000000c00},5308,C:\Windows\System32\taskhostw.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52301,48.209.138.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,158,22,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:29.657293+00:00,2026-07-01 09:33:29.657+02:00,4,22,0,0x8000000000000000,-,2026-07-01 07:33:28.035,{55857b6a-c0f6-6a44-4400-000000000c00},3444,C:\Windows\Sysmon64.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,168.138.209.48.in-addr.arpa.,9003,-,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,159,22,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:29.657301+00:00,2026-07-01 09:33:29.657+02:00,4,22,0,0x8000000000000000,-,2026-07-01 07:33:28.035,{55857b6a-c0f6-6a44-4400-000000000c00},3444,C:\Windows\Sysmon64.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,138.201.86.20.in-addr.arpa.,9003,-,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,160,1,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.029604+00:00,2026-07-01 09:33:30.029+02:00,4,1,0,0x8000000000000000,-,2026-07-01 07:33:30.025,{55857b6a-c2ca-6a44-5701-000000000c00},13692,C:\Program Files\Mozilla Firefox\updater.exe,152.0.3,Firefox Software Updater,Firefox,Mozilla Foundation,updater.exe,"""C:\Program Files\Mozilla Firefox\updater.exe"" 3 C:\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\updates\0 ""C:\Program Files\Mozilla Firefox"" ""C:\Program Files\Mozilla Firefox\updated"" first -1",C:\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\,labwin\jjstestal,{55857b6a-c0f8-6a44-b504-060000000000},0x00000000000604b5,1,Medium,"SHA256=C2AFD2408EBDBABDA37AECC25C4DA26FB5C7A2D9603AF98A9611AA25C7B4C996,IMPHASH=E99A7A02A04D1F0E68C8D63D27520BFA",{55857b6a-c2c5-6a44-4201-000000000c00},8916,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" --MOZ_LOG sync,prependheader,timestamp,append,maxsize:1,Dump:5 --MOZ_LOG_FILE C:\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate.moz_log --backgroundtask backgroundupdate",labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,161,1,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.055784+00:00,2026-07-01 09:33:30.055+02:00,4,1,0,0x8000000000000000,-,2026-07-01 07:33:30.053,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,152.0.3,-,Firefox,Mozilla Foundation,maintenanceservice.exe,"""C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe""",C:\WINDOWS\system32\,NT AUTHORITY\SYSTEM,{55857b6a-c0f4-6a44-e703-000000000000},0x00000000000003e7,0,System,"SHA256=2509A016164C6F8FDDD59946C67553FC2FA24A18B2E3EFA62CBB13913D7D06E1,IMPHASH=A671EB2C720A25D8B7EF84E328C6283C",{00000000-0000-0000-0000-000000000000},928,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,162,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.223940+00:00,2026-07-01 09:33:30.223+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:33:30.223,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\698460A0B6E60F2F602361424D832905_7AA1872B10F7F2428A1288E96F0B99FA,2026-07-01 07:33:30.221,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,163,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.224651+00:00,2026-07-01 09:33:30.224+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:33:30.223,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\698460A0B6E60F2F602361424D832905_7AA1872B10F7F2428A1288E96F0B99FA,2026-07-01 07:33:30.223,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,164,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.287394+00:00,2026-07-01 09:33:30.287+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:33:30.285,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\C8E534EE129F27D55460CE17FD628216_1130D9B25898B0DB0D4F04DC5B93F141,2026-07-01 07:33:30.285,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,165,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.287579+00:00,2026-07-01 09:33:30.287+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:33:30.285,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\C8E534EE129F27D55460CE17FD628216_1130D9B25898B0DB0D4F04DC5B93F141,2026-07-01 07:33:30.285,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,166,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.348768+00:00,2026-07-01 09:33:30.348+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:33:30.347,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\8EC9B1D0ABBD7F98B401D425828828CE_B6AE23E29F7147068BFE703694A1EF14,2026-07-01 07:33:30.347,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,167,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.349026+00:00,2026-07-01 09:33:30.349+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:33:30.347,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\8EC9B1D0ABBD7F98B401D425828828CE_B6AE23E29F7147068BFE703694A1EF14,2026-07-01 07:33:30.347,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,168,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.409700+00:00,2026-07-01 09:33:30.409+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:33:30.409,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\698460A0B6E60F2F602361424D832905_8BB23D43DE574E82F2BEE0DF0EC47EEB,2026-07-01 07:33:30.409,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,169,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.409983+00:00,2026-07-01 09:33:30.409+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:33:30.409,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\698460A0B6E60F2F602361424D832905_8BB23D43DE574E82F2BEE0DF0EC47EEB,2026-07-01 07:33:30.409,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,170,1,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.430811+00:00,2026-07-01 09:33:30.430+02:00,4,1,0,0x8000000000000000,-,2026-07-01 07:33:30.428,{55857b6a-c2ca-6a44-5901-000000000c00},11064,C:\Program Files (x86)\Mozilla Maintenance Service\update\updater.exe,152.0.3,Firefox Software Updater,Firefox,Mozilla Foundation,updater.exe,"""C:\Program Files\Mozilla Firefox\updater.exe"" 3 C:\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\updates\0 ""C:\Program Files\Mozilla Firefox"" ""C:\Program Files\Mozilla Firefox\updated"" second -1",C:\WINDOWS\system32\,NT AUTHORITY\SYSTEM,{55857b6a-c0f4-6a44-e703-000000000000},0x00000000000003e7,0,System,"SHA256=C2AFD2408EBDBABDA37AECC25C4DA26FB5C7A2D9603AF98A9611AA25C7B4C996,IMPHASH=E99A7A02A04D1F0E68C8D63D27520BFA",{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,"""C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe""",NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,171,22,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.659464+00:00,2026-07-01 09:33:30.659+02:00,4,22,0,0x8000000000000000,-,2026-07-01 07:33:28.332,{55857b6a-c0f6-6a44-3e00-000000000c00},3324,C:\Windows\System32\svchost.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,settings-win.data.microsoft.com,0,type: 5 atm-settingsfe-prod-geo2.trafficmanager.net;type: 5 settings-prod-neu-3-tagged.northeurope.cloudapp.azure.com;::ffff:48.209.138.168;,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,172,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:30.694895+00:00,2026-07-01 09:33:30.694+02:00,4,5,0,0x8000000000000000,-,2026-07-01 07:33:30.693,{55857b6a-c2c5-6a44-4401-000000000c00},8004,C:\Windows\System32\svchost.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,173,22,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:31.659966+00:00,2026-07-01 09:33:31.659+02:00,4,22,0,0x8000000000000000,-,2026-07-01 07:33:29.048,{55857b6a-c0f6-6a44-4400-000000000c00},3444,C:\Windows\Sysmon64.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,168.253.116.51.in-addr.arpa.,9003,-,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,174,22,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:31.660408+00:00,2026-07-01 09:33:31.660+02:00,4,22,0,0x8000000000000000,-,2026-07-01 07:33:29.635,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,ocsp.digicert.com,0,type: 5 ocsp.edge.digicert.com;type: 5 cdp1.digicert.com.akamaized.net;type: 5 cdp1.digicert.com.splitter-eip.akadns.net;type: 5 cdp1.digicert.com.eip.akadns.net;type: 5 eip-terr-eu.cdp1.digicert.com.akahost.net;2600:14e1:20:6d::;::ffff:23.11.40.157;,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,175,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:31.675428+00:00,2026-07-01 09:33:31.675+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:27.988,{55857b6a-c0f6-6a44-3e00-000000000c00},3324,C:\Windows\System32\svchost.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52302,48.209.138.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,176,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:31.675436+00:00,2026-07-01 09:33:31.675+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:27.988,{55857b6a-c123-6a44-e300-000000000c00},15312,C:\Windows\System32\svchost.exe,,,,,,,,NT AUTHORITY\SERVICIO LOCAL,,,,,,,,,,,udp,False,239.255.255.250,-,1900,127.0.0.1,labwin,60981,-,,,,,,,,,False,,,,,,False,ssdp
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,177,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:31.675440+00:00,2026-07-01 09:33:31.675+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:28.280,{55857b6a-c0f6-6a44-3e00-000000000c00},3324,C:\Windows\System32\svchost.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52303,48.209.138.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,178,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:31.675442+00:00,2026-07-01 09:33:31.675+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:28.668,{55857b6a-c0f6-6a44-3e00-000000000c00},3324,C:\Windows\System32\svchost.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52304,48.209.138.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,179,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:31.675444+00:00,2026-07-01 09:33:31.675+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:28.944,{55857b6a-c0f6-6a44-3e00-000000000c00},3324,C:\Windows\System32\svchost.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52305,48.209.138.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,180,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:31.675449+00:00,2026-07-01 09:33:31.675+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:29.241,{55857b6a-c0f5-6a44-2d00-000000000c00},2264,C:\Windows\System32\svchost.exe,,,,,,,,NT AUTHORITY\Servicio de red,,,,,,,,,,,udp,True,10.0.2.15,labwin.XCORP.almendralejo.es,56415,10.100.16.82,volantis.corp.almendralejo.es,53,domain,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,181,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:31.675816+00:00,2026-07-01 09:33:31.675+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:29.276,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52306,23.11.40.157,a23-11-40-157.deploy.static.akamaitechnologies.com,80,http,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,182,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:32.694839+00:00,2026-07-01 09:33:32.694+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:30.023,{55857b6a-c2c5-6a44-3801-000000000c00},5308,C:\Windows\System32\taskhostw.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52307,48.209.138.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,183,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:32.694847+00:00,2026-07-01 09:33:32.694+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:30.310,{55857b6a-c2c5-6a44-3801-000000000c00},5308,C:\Windows\System32\taskhostw.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52308,48.209.138.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,184,22,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:33.671598+00:00,2026-07-01 09:33:33.671+02:00,4,22,0,0x8000000000000000,-,2026-07-01 07:33:30.376,{55857b6a-c2c5-6a44-3801-000000000c00},5308,C:\Windows\System32\taskhostw.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,settings-win.data.microsoft.com,0,type: 5 atm-settingsfe-prod-geo2.trafficmanager.net;type: 5 settings-prod-neu-3-tagged.northeurope.cloudapp.azure.com;::ffff:48.209.138.168;,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,185,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:33.719349+00:00,2026-07-01 09:33:33.719+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:30.648,{55857b6a-c2c5-6a44-3801-000000000c00},5308,C:\Windows\System32\taskhostw.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52309,48.209.138.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,186,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:33.719357+00:00,2026-07-01 09:33:33.719+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:30.962,{55857b6a-c2c5-6a44-3801-000000000c00},5308,C:\Windows\System32\taskhostw.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52310,48.209.138.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,187,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:33.719358+00:00,2026-07-01 09:33:33.719+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:33:31.250,{55857b6a-c2c5-6a44-3801-000000000c00},5308,C:\Windows\System32\taskhostw.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52311,48.209.138.168,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,188,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:33.943707+00:00,2026-07-01 09:33:33.943+02:00,4,5,0,0x8000000000000000,-,2026-07-01 07:33:33.942,{55857b6a-c2ca-6a44-5901-000000000c00},11064,C:\Program Files (x86)\Mozilla Maintenance Service\update\updater.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,189,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:33.954275+00:00,2026-07-01 09:33:33.954+02:00,4,5,0,0x8000000000000000,-,2026-07-01 07:33:33.952,{55857b6a-c2ca-6a44-5801-000000000c00},7540,C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,190,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:34.041025+00:00,2026-07-01 09:33:34.041+02:00,4,5,0,0x8000000000000000,-,2026-07-01 07:33:34.040,{55857b6a-c2ca-6a44-5701-000000000c00},13692,C:\Program Files\Mozilla Firefox\updater.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,191,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:34.210339+00:00,2026-07-01 09:33:34.210+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:33:34.209,{55857b6a-c2c5-6a44-4201-000000000c00},8916,C:\Program Files\Mozilla Firefox\firefox.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\lgh9453e.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate\4e540633.sqlite,2026-07-01 07:33:34.209,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,192,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:34.211380+00:00,2026-07-01 09:33:34.211+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:33:34.209,{55857b6a-c2c5-6a44-4201-000000000c00},8916,C:\Program Files\Mozilla Firefox\firefox.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\lgh9453e.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate\4e540633.sqlite-journal,2026-07-01 07:33:34.209,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,193,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:33:34.214226+00:00,2026-07-01 09:33:34.214+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:33:34.214,{55857b6a-c2c5-6a44-4201-000000000c00},8916,C:\Program Files\Mozilla Firefox\firefox.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\lgh9453e.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate\4e540633.sqlite-wal,2026-07-01 07:33:34.211,,,,,,,,
