phase,source_file,record_number,event_id,provider,channel,computer,utc_system_time,local_time,level,task,opcode,keywords,RuleName,UtcTime,ProcessGuid,ProcessId,Image,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,User,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentImage,ParentCommandLine,ParentUser,Protocol,Initiated,SourceIp,SourceHostname,SourcePort,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName,QueryName,QueryStatus,QueryResults,TargetObject,Details,NewName,TargetFilename,CreationUtcTime,DestinationIsIpv6,EventType,ImageLoaded,Signature,SignatureStatus,Signed,SourceIsIpv6,SourcePortName
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,1,1,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:31:03.136211+00:00,2026-07-01 09:31:03.136+02:00,4,1,0,0x8000000000000000,-,2026-07-01 07:31:03.134,{55857b6a-c237-6a44-3401-000000000c00},11708,C:\Windows\System32\wevtutil.exe,10.0.26100.8521 (WinBuild.160101.0800),Windows Event Log Utility,Microsoft® Windows® Operating System,Microsoft Corporation,wevtutil.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl Microsoft-Windows-Sysmon/Operational",C:\Users\jjstestal\,labwin\jjstestal,{55857b6a-c0f8-6a44-0904-060000000000},0x0000000000060409,1,High,"SHA256=B97E3F0490A4F7485B63226AA6CD7ABE1EAA19DDA520B233185BA18BBA5C4328,IMPHASH=9D0B0164498DEE3DA72DF328E7AE8C0B",{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,2,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:31:03.146017+00:00,2026-07-01 09:31:03.146+02:00,4,5,0,0x8000000000000000,-,2026-07-01 07:31:03.145,{55857b6a-c237-6a44-3401-000000000c00},11708,C:\Windows\System32\wevtutil.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,3,1,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:31:03.776165+00:00,2026-07-01 09:31:03.776+02:00,4,1,0,0x8000000000000000,-,2026-07-01 07:31:03.772,{55857b6a-c237-6a44-3501-000000000c00},11772,C:\Windows\System32\wevtutil.exe,10.0.26100.8521 (WinBuild.160101.0800),Windows Event Log Utility,Microsoft® Windows® Operating System,Microsoft Corporation,wevtutil.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl Microsoft-Windows-PowerShell/Operational",C:\Users\jjstestal\,labwin\jjstestal,{55857b6a-c0f8-6a44-0904-060000000000},0x0000000000060409,1,High,"SHA256=B97E3F0490A4F7485B63226AA6CD7ABE1EAA19DDA520B233185BA18BBA5C4328,IMPHASH=9D0B0164498DEE3DA72DF328E7AE8C0B",{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,4,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:31:03.783234+00:00,2026-07-01 09:31:03.783+02:00,4,5,0,0x8000000000000000,-,2026-07-01 07:31:03.782,{55857b6a-c237-6a44-3501-000000000c00},11772,C:\Windows\System32\wevtutil.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,5,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:31:07.751947+00:00,2026-07-01 09:31:07.751+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:31:07.751,{55857b6a-c0fb-6a44-8a00-000000000c00},7320,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\149.0.4022.98\msedgewebview2.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView\Default\Network\5059afd5-8de9-4a6c-bc16-9aa82857e146.tmp,2026-07-01 07:31:07.750,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,6,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:31:07.754644+00:00,2026-07-01 09:31:07.754+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:31:07.752,{55857b6a-c0fb-6a44-8a00-000000000c00},7320,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\149.0.4022.98\msedgewebview2.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView\Default\Network\f82ce7dc-fc2d-401f-8837-6016fbb57b40.tmp,2026-07-01 07:31:07.752,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,7,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:31:16.565693+00:00,2026-07-01 09:31:16.565+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:31:16.565,{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\TFM_Triage\reports\fase4_reset_logs.txt,2026-07-01 07:31:16.565,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,8,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:31:30.070599+00:00,2026-07-01 09:31:30.070+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:31:30.068,{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\TFM_Triage\reports\fase4_sysmon_log_after_reset.txt,2026-07-01 07:31:30.068,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,9,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:31:42.468163+00:00,2026-07-01 09:31:42.468+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:31:42.466,{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\TFM_Triage\reports\fase4_scenarios_timestamps.csv,2026-07-01 07:31:42.466,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,10,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:31:51.940777+00:00,2026-07-01 09:31:51.940+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:31:51.940,{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\TFM_Triage\reports\fase4_start.txt,2026-07-01 07:31:51.940,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,11,3,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:31:59.272024+00:00,2026-07-01 09:31:59.272+02:00,4,3,0,0x8000000000000000,-,2026-07-01 07:31:56.160,{55857b6a-c0f6-6a44-4200-000000000c00},3420,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpDefenderCoreService.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,tcp,True,10.0.2.15,labwin.XCORP.almendralejo.es,52285,52.123.131.14,-,443,https,,,,,,,,,False,,,,,,False,-
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,12,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:04.633146+00:00,2026-07-01 09:32:04.633+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:04.632,{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\TFM_Triage\reports\fase4_labels.csv,2026-07-01 07:32:04.632,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,13,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:08.085226+00:00,2026-07-01 09:32:08.085+02:00,4,5,0,0x8000000000000000,-,2026-07-01 07:32:08.084,{55857b6a-c0fe-6a44-9f00-000000000c00},5024,C:\Windows\System32\svchost.exe,,,,,,,,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,14,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:34.013092+00:00,2026-07-01 09:32:34.013+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:34.011,{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Temp\TFMTest,2026-07-01 07:32:34.011,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,15,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:34.078894+00:00,2026-07-01 09:32:34.078+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:34.077,{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Temp\TFMTest\svchost-test.exe,2026-07-01 07:32:34.077,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,16,1,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:34.142321+00:00,2026-07-01 09:32:34.142+02:00,4,1,0,0x8000000000000000,-,2026-07-01 07:32:34.140,{55857b6a-c292-6a44-3601-000000000c00},14700,C:\Users\JJSTES~1\AppData\Local\Temp\TFMTest\svchost-test.exe,10.0.26100.8521 (WinBuild.160101.0800),Notepad,Microsoft® Windows® Operating System,Microsoft Corporation,NOTEPAD.EXE,"""C:\Users\JJSTES~1\AppData\Local\Temp\TFMTest\svchost-test.exe"" ",C:\Users\jjstestal\,labwin\jjstestal,{55857b6a-c0f8-6a44-0904-060000000000},0x0000000000060409,1,High,"SHA256=AB15A95DE88AB0624307AE0E28E333756A2A522F650A0BE78749901F7DC32ECF,IMPHASH=0E6BCCF88F4251909D1746DBA78CBA57",{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,17,5,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:34.158134+00:00,2026-07-01 09:32:34.158+02:00,4,5,0,0x8000000000000000,-,2026-07-01 07:32:34.156,{55857b6a-c292-6a44-3601-000000000c00},14700,C:\Users\JJSTES~1\AppData\Local\Temp\TFMTest\svchost-test.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,18,7,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:34.161221+00:00,2026-07-01 09:32:34.161+02:00,4,7,0,0x8000000000000000,-,2026-07-01 07:32:34.146,{55857b6a-c292-6a44-3601-000000000c00},14700,C:\Users\JJSTES~1\AppData\Local\Temp\TFMTest\svchost-test.exe,10.0.26100.8521 (WinBuild.160101.0800),Notepad,Microsoft® Windows® Operating System,Microsoft Corporation,NOTEPAD.EXE,,,labwin\jjstestal,,,,,"SHA256=AB15A95DE88AB0624307AE0E28E333756A2A522F650A0BE78749901F7DC32ECF,IMPHASH=0E6BCCF88F4251909D1746DBA78CBA57",,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\JJSTES~1\AppData\Local\Temp\TFMTest\svchost-test.exe,Microsoft Windows,Valid,true,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,19,1,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:36.997911+00:00,2026-07-01 09:32:36.997+02:00,4,1,0,0x8000000000000000,-,2026-07-01 07:32:36.997,{55857b6a-c294-6a44-3701-000000000c00},4544,C:\Windows\System32\wbem\WmiPrvSE.exe,10.0.26100.8521 (WinBuild.160101.0800),WMI Provider Host,Microsoft® Windows® Operating System,Microsoft Corporation,Wmiprvse.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,C:\WINDOWS\system32\,NT AUTHORITY\Servicio de red,{55857b6a-c0f5-6a44-e403-000000000000},0x00000000000003e4,0,System,"SHA256=6A94D40BF022871C2C91EF67B60CCF42814447FC6090C96509A8EE94A11C5212,IMPHASH=9B12E09D30AA8E8200298E4737C9F1FC",{00000000-0000-0000-0000-000000000000},520,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,20,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:45.535208+00:00,2026-07-01 09:32:45.535+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:45.534,{55857b6a-c19b-6a44-2101-000000000c00},1708,C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\TFM_Triage\reports\fase4_S1_temp_execution.txt,2026-07-01 07:32:45.534,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,21,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.374914+00:00,2026-07-01 09:32:48.374+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.374,{55857b6a-c0f9-6a44-8200-000000000c00},6232,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\LocalState\FeedSessions\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy!Global.WidgetBoard!!BaselineFeedProvider,2026-07-01 07:32:48.374,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,22,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.375410+00:00,2026-07-01 09:32:48.375+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.374,{55857b6a-c0f9-6a44-8200-000000000c00},6232,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\LocalState\FeedSessions\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy!Global.WidgetBoard!!BaselineFeedProvider\16d7d362-7c3a-439d-a962-7f425b97bd53.dat,2026-07-01 07:32:48.374,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,23,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.377239+00:00,2026-07-01 09:32:48.377+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.376,{55857b6a-c0f9-6a44-8200-000000000c00},6232,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\LocalState\FeedSessions\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy!Global.WidgetBoard!!BaselineFeedProvider\16d7d362-7c3a-439d-a962-7f425b97bd53.dat.~tmp,2026-07-01 07:32:48.376,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,24,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.378193+00:00,2026-07-01 09:32:48.378+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.376,{55857b6a-c0f9-6a44-8200-000000000c00},6232,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\LocalState\FeedSessions\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy!Global.WidgetBoard!!BaselineFeedProvider\16d7d362-7c3a-439d-a962-7f425b97bd53.dat~RF693c6.TMP,2026-07-01 07:32:48.376,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,25,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.380617+00:00,2026-07-01 09:32:48.380+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.378,{55857b6a-c0f9-6a44-8200-000000000c00},6232,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\LocalState\FeedSessions\Microsoft.StartExperiencesApp_8wekyb3d8bbwe!MicrosoftStart!!MicrosoftStartFeed\6005266e-03e5-4f0d-8a71-58cf7e21a00b.dat,2026-04-21 09:12:32.549,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,26,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.381630+00:00,2026-07-01 09:32:48.381+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.380,{55857b6a-c0f9-6a44-8200-000000000c00},6232,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\LocalState\FeedSessions\Microsoft.StartExperiencesApp_8wekyb3d8bbwe!MicrosoftStart!!MicrosoftStartFeed\6005266e-03e5-4f0d-8a71-58cf7e21a00b.dat.~tmp,2026-07-01 07:32:48.380,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,27,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.382956+00:00,2026-07-01 09:32:48.382+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.380,{55857b6a-c0f9-6a44-8200-000000000c00},6232,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\LocalState\FeedSessions\Microsoft.StartExperiencesApp_8wekyb3d8bbwe!MicrosoftStart!!MicrosoftStartFeed\6005266e-03e5-4f0d-8a71-58cf7e21a00b.dat~RF693d6.TMP,2026-07-01 07:32:48.380,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,28,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.423168+00:00,2026-07-01 09:32:48.423+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.422,{55857b6a-c0f9-6a44-7d00-000000000c00},5856,C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy\WidgetBoard.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\DiagOutputDir\defaultFeed_installState.json,2026-04-21 09:12:27.642,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,29,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.426046+00:00,2026-07-01 09:32:48.426+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.424,{55857b6a-c0f9-6a44-7d00-000000000c00},5856,C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy\WidgetBoard.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\DiagOutputDir\defaultFeed_installState.json.~tmp,2026-07-01 07:32:48.424,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,30,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.426842+00:00,2026-07-01 09:32:48.426+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.424,{55857b6a-c0f9-6a44-7d00-000000000c00},5856,C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy\WidgetBoard.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\DiagOutputDir\defaultFeed_installState.json~RF693f5.TMP,2026-07-01 07:32:48.424,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,31,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.429739+00:00,2026-07-01 09:32:48.429+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.428,{55857b6a-c0f9-6a44-8200-000000000c00},6232,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\LocalState\WidgetSessions\Microsoft.StartExperiencesApp_8wekyb3d8bbwe!MicrosoftStart!!MicrosoftStartDailyDiscoveryWidgets\fcbaf72a-815a-465e-ba39-d8ace126b4bd.dat,2026-04-21 09:12:33.725,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,32,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.430700+00:00,2026-07-01 09:32:48.430+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.428,{55857b6a-c0f9-6a44-8200-000000000c00},6232,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\LocalState\WidgetSessions\Microsoft.StartExperiencesApp_8wekyb3d8bbwe!MicrosoftStart!!MicrosoftStartDailyDiscoveryWidgets\fcbaf72a-815a-465e-ba39-d8ace126b4bd.dat.~tmp,2026-07-01 07:32:48.428,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,33,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.431372+00:00,2026-07-01 09:32:48.431+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.430,{55857b6a-c0f9-6a44-7d00-000000000c00},5856,C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy\WidgetBoard.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\DiagOutputDir\feed_settings.json,2026-04-21 09:12:33.409,,,,,,,,
fase4_suspicious_simulated,fase4_sysmon_sospechosa.evtx,34,11,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,labwin,2026-07-01 07:32:48.431944+00:00,2026-07-01 09:32:48.431+02:00,4,11,0,0x8000000000000000,-,2026-07-01 07:32:48.430,{55857b6a-c0f9-6a44-8200-000000000c00},6232,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.15.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,,,,,,,,labwin\jjstestal,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\jjstestal\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\LocalState\WidgetSessions\Microsoft.StartExperiencesApp_8wekyb3d8bbwe!MicrosoftStart!!MicrosoftStartDailyDiscoveryWidgets\69405,2026-07-01 07:32:48.430,,,,,,,,
